Bulan;Vendor;Type;Total Biaya;Keterangan;Nopol;Tahun;Vendor_TextMining;Vendor_Clean
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO AMBULANCE;1295600;TUNE UP;L 9016 PP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1405566;TUNE UP;L 1809 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2491451;TUNE UP;L 1868 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF52 STD;2128000;RUSAK RINGAN;L 1657 EP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2014951;TUNE UP;L 1819 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;1505200;TUNE UP;L 9017 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;2556622;TUNE UP;L 1840 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54F TURBO LS;4305825;RUSAK RINGAN;L 1974 DP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345450;RUSAK RINGAN;L 0012 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF 82-LGX;3423520;RUSAK RINGAN;L 1089 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO;2664350;RUSAK RINGAN;L 1371 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3766200;RUSAK RINGAN;L 1030 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;2098025;TUNE UP;L 9034 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1640077;TUNE UP;L 1902 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PHR 54 C BB;2192050;TUNE UP;L 9398 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;1640077;TUNE UP;L 1971 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO AMBULANCE;1635600;TUNE UP;L 9199 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);RUSH 1.5;2657000;TUNE UP;L 1115 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR 55 MICRO BUS;2823200;TUNE UP;L 7805 NP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);HILUX 2.0L MT PICK UP;6937520;RUSAK SEDANG;L 9209 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER LM FF VIN;2239700;TUNE UP;L 1975 EP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER LM FF VIN;2239700;TUNE UP;L 1357 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;2285275;RUSAK RINGAN;L 8951 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345450;TUNE UP;L 1866 FP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR71 TRUCK;2076550;TUNE UP;L 9218 NP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54;1731375;TUNE UP;L 9061 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;2465000;TUNE UP;L 1785 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PANTHER PICK UP LC TBR54;1188175;TUNE UP;L 9345 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;3991650;RUSAK RINGAN;L 8871 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NMR71T HD 6.1;4363500;RUSAK RINGAN;L 9408 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700 AMBULANCE;2339471;TUNE UP;L 9194 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR71 TRUCK;2882700;TUNE UP;L 9219 NP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO AMBULANCE;2120475;TUNE UP;L 9186 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700 AMBULANCE;2157751;TUNE UP;L 9188 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO LS;1837000;RUSAK RINGAN;L 1982 DP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;2291200;RUSAK SEDANG;L 1102 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;3640000;RUSAK RINGAN;L 1665 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;6351920;RUSAK SEDANG;L 1948 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);TBR54 TURBO PICK UP;4607075;RUSAK SEDANG;L 8930 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);DAIHATSU F7OR - R TAFT;3496635;RUSAK RINGAN;L 1966 EP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF52;2686800;TUNE UP;L 1760 FP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);AVANZA 1.5 G F654RM MT;1895000;TUNE UP;L 1766 FP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54F TURBO LM;3974600;RUSAK RINGAN;L 1856 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP;2623500;RUSAK RINGAN;L 8846 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR71 TRUCK;2106250;TUNE UP;L 8446 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NKR 71 E2 TRUCK TANGKI;7364800;RUSAK SEDANG;L 9553 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;2465000;TUNE UP;L 1656 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54F TURBO LM;2311850;RUSAK RINGAN;L 1779 GP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR 54 PRLC;6107900;RUSAK SEDANG;L 9544 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);NSERIES77;3323610;RUSAK RINGAN;L 9127 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700;3423432;RUSAK RINGAN;L 1878 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PHR 54 C BB;2152050;TUNE UP;L 9397 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO LM;2454200;RUSAK RINGAN;L 1386 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);HI ACE;2740000;TUNE UP;L 7820 NP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;3640000;RUSAK RINGAN;L 1638 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR541;2609700;TUNE UP;L 1828 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54F TURBO;2389500;RUSAK RINGAN;L 1571 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC41V APV;2705435;RUSAK SEDANG;L 1815 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;9715500;RUSAK SEDANG;L 9086 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K2700 PICK UP;2001071;TUNE UP;L 8908 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PHR 54 C BB;2282050;TUNE UP;L 9394 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR54 TURBO PICK UP BOX;2286350;RUSAK RINGAN;L 9165 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);NMR71T HD 6.1;2694000;TUNE UP;L 9431 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;3745450;RUSAK RINGAN;L 1986 EP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3345450;TUNE UP;L 0021 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER LM FF VIN;2609700;TUNE UP;L 1502 FP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);GD 3-WAY 4JA1L WITH TURBOCHARGER;2609700;TUNE UP;L 9255 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);TBR541 LM25 AMBULANCE;2610975;RUSAK RINGAN;L 9087 BP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415 APV;9486902;RUSAK SEDANG;L 1298 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 GMT;3640000;RUSAK RINGAN;L 1683 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415 APV;16553629;RUSAK BERAT;L 1576 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KF 80;4106350;RUSAK RINGAN;L 1880 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC41V APV;1842066;TUNE UP;L 1385 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415 APV;3392220;TUNE UP;L 1409 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415 APV;6074142;RUSAK SEDANG;L 1399 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF 83 SPR;8481750;RUSAK SEDANG;L 1095 BP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC415 APV;6764585;RUSAK SEDANG;L 1327 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PANTHER PICK UP LC TBR54;2055775;TUNE UP;L 9356 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF60 STD;2957200;RUSAK RINGAN;L 8848 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC41V APV;4861894;RUSAK SEDANG;L 1343 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);DAIHATSU PICK UP;2277094;TUNE UP;L 8628 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 PICK UP TURBO;6212200;RUSAK SEDANG;L 8494 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT UNITED MOTORS CENTER (SUZUKI);GC41V APV;2221144;TUNE UP;L 1447 FP;2020;PT UNITED MOTORS CENTER (SUZUKI);PT UNITED MOTORS CENTER (SUZUKI)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;2239700;TUNE UP;L 9364 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);K 2700 PICK UP BOX;1576316;TUNE UP;L 8433 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU WARU);PT. ASTRA INTERNATIONAL TBK (ISUZU WARU)
September;PT SRIKANDI DIAMOND INDAH MOTORS;L300 FB-R 4X2 MT;1552650;TUNE UP;L 9328 AP;2020;PT SRIKANDI DIAMOND INDAH MOTORS;PT SRIKANDI DIAMOND INDAH MOTORS
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PANTHER PICK UP LC TBR54;2239700;TUNE UP;L 9363 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);DAIHATSU LUXIO 1.5D MT;2456111;TUNE UP;L 1027 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PANTHER PICK UP LC TBR54;1502775;TUNE UP;L 9354 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO);PT. ASTRA INTERNATIONAL TBK (ISUZU MARGOMULYO)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR541 LS25 MT;6232750;RUSAK SEDANG;L 1049 SP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);TBR54 TURBO LM;1360150;TUNE UP;L 1890 AP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PU LC TBR 54;2883700;TUNE UP;L 8978 CP;2020;PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT);PT. ASTRA INTERNATIONAL TBK (ISUZU KOMBES M DURYAT)
September;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;3224000;TUNE UP;L 1767 PP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G MT;2510000;TUNE UP;L 1764 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);ALL NEW KIJANG INNOVA 2.0 G AT LUX VIN;2860000;TUNE UP;L 0038 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG KF83;5825500;RUSAK SEDANG;L 1662 FP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA 2.0 G AT;2660000;TUNE UP;L 0031 AP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
Oktober;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);KIJANG INNOVA G XW42;6357520;RUSAK SEDANG;L 1057 CP;2020;PT. ASTRA INTERNATIONAL TBK (AUTO2000 BASUKI RACHMAT);PT. ASTRA INTERNATIONAL TOYOTA (BASUKI RAHMAT)
